Condition,Area_pixels,Area_microns
Ciprofloxacin 1.5 ng/ml,643,2.716675
Ciprofloxacin 1.5 ng/ml,442,1.86745
Ciprofloxacin 1.5 ng/ml,242,1.02245
Ciprofloxacin 1.5 ng/ml,551,2.327975
Ciprofloxacin 1.5 ng/ml,472,1.9942
Ciprofloxacin 1.5 ng/ml,661,2.792725
Ciprofloxacin 1.5 ng/ml,392,1.6562
Ciprofloxacin 1.5 ng/ml,582,2.45895
Ciprofloxacin 1.5 ng/ml,472,1.9942
Ciprofloxacin 1.5 ng/ml,323,1.364675
Ciprofloxacin 1.5 ng/ml,794,3.35465
Ciprofloxacin 1.5 ng/ml,561,2.370225
Ciprofloxacin 1.5 ng/ml,650,2.74625
Ciprofloxacin 1.5 ng/ml,600,2.535
Ciprofloxacin 1.5 ng/ml,536,2.2646
Ciprofloxacin 1.5 ng/ml,458,1.93505
Ciprofloxacin 1.5 ng/ml,446,1.88435
Ciprofloxacin 1.5 ng/ml,413,1.744925
Ciprofloxacin 1.5 ng/ml,773,3.265925
Ciprofloxacin 1.5 ng/ml,782,3.30395
Ciprofloxacin 1.5 ng/ml,774,3.27015
Ciprofloxacin 1.5 ng/ml,784,3.3124
Ciprofloxacin 1.5 ng/ml,595,2.513875
Ciprofloxacin 1.5 ng/ml,609,2.573025
Ciprofloxacin 1.5 ng/ml,515,2.175875
Ciprofloxacin 1.5 ng/ml,386,1.63085
Ciprofloxacin 1.5 ng/ml,645,2.725125
Ciprofloxacin 1.5 ng/ml,754,3.18565
Ciprofloxacin 1.5 ng/ml,591,2.496975
Ciprofloxacin 1.5 ng/ml,361,1.525225
Ciprofloxacin 1.5 ng/ml,770,3.25325
Ciprofloxacin 1.5 ng/ml,243,1.026675
Ciprofloxacin 1.5 ng/ml,403,1.702675
Ciprofloxacin 1.5 ng/ml,340,1.4365
Ciprofloxacin 1.5 ng/ml,320,1.352
Ciprofloxacin 1.5 ng/ml,594,2.50965
Ciprofloxacin 1.5 ng/ml,402,1.69845
Ciprofloxacin 1.5 ng/ml,412,1.7407
Ciprofloxacin 1.5 ng/ml,372,1.5717
Ciprofloxacin 1.5 ng/ml,658,2.78005
Ciprofloxacin 1.5 ng/ml,487,2.057575
Ciprofloxacin 1.5 ng/ml,996,4.2081
Ciprofloxacin 1.5 ng/ml,1279,5.403775
Ciprofloxacin 1.5 ng/ml,564,2.3829
Ciprofloxacin 1.5 ng/ml,464,1.9604
Ciprofloxacin 1.5 ng/ml,425,1.795625
Ciprofloxacin 1.5 ng/ml,542,2.28995
Ciprofloxacin 1.5 ng/ml,787,3.325075
Ciprofloxacin 1.5 ng/ml,424,1.7914
Ciprofloxacin 1.5 ng/ml,652,2.7547
Ciprofloxacin 1.5 ng/ml,709,2.995525
Ciprofloxacin 1.5 ng/ml,656,2.7716
Ciprofloxacin 1.5 ng/ml,221,0.933725
Ciprofloxacin 1.5 ng/ml,333,1.406925
Ciprofloxacin 1.5 ng/ml,808,3.4138
Ciprofloxacin 1.5 ng/ml,803,3.392675
Ciprofloxacin 1.5 ng/ml,497,2.099825
Ciprofloxacin 1.5 ng/ml,748,3.1603
Ciprofloxacin 1.5 ng/ml,298,1.25905
Ciprofloxacin 1.5 ng/ml,674,2.84765
Ciprofloxacin 1.5 ng/ml,424,1.7914
Ciprofloxacin 1.5 ng/ml,779,3.291275
Ciprofloxacin 1.5 ng/ml,831,3.510975
Ciprofloxacin 1.5 ng/ml,394,1.66465
Ciprofloxacin 1.5 ng/ml,639,2.699775
Ciprofloxacin 1.5 ng/ml,520,2.197
Ciprofloxacin 1.5 ng/ml,702,2.96595
Ciprofloxacin 1.5 ng/ml,430,1.81675
Ciprofloxacin 1.5 ng/ml,555,2.344875
Ciprofloxacin 1.5 ng/ml,355,1.499875
Ciprofloxacin 1.5 ng/ml,467,1.973075
Ciprofloxacin 1.5 ng/ml,605,2.556125
Ciprofloxacin 1.5 ng/ml,967,4.085575
Ciprofloxacin 1.5 ng/ml,984,4.1574
Ciprofloxacin 1.5 ng/ml,641,2.708225
Ciprofloxacin 1.5 ng/ml,727,3.071575
Ciprofloxacin 1.5 ng/ml,567,2.395575
Ciprofloxacin 1.5 ng/ml,496,2.0956
Ciprofloxacin 1.5 ng/ml,646,2.72935
Ciprofloxacin 1.5 ng/ml,894,3.77715
Ciprofloxacin 1.5 ng/ml,833,3.519425
Ciprofloxacin 1.5 ng/ml,862,3.64195
Ciprofloxacin 1.5 ng/ml,593,2.505425
Ciprofloxacin 1.5 ng/ml,411,1.736475
Ciprofloxacin 1.5 ng/ml,501,2.116725
Ciprofloxacin 1.5 ng/ml,436,1.8421
Ciprofloxacin 1.5 ng/ml,378,1.59705
Ciprofloxacin 1.5 ng/ml,665,2.809625
Ciprofloxacin 1.5 ng/ml,466,1.96885
Ciprofloxacin 1.5 ng/ml,562,2.37445
Ciprofloxacin 1.5 ng/ml,392,1.6562
Ciprofloxacin 1.5 ng/ml,622,2.62795
Ciprofloxacin 1.5 ng/ml,652,2.7547
Ciprofloxacin 1.5 ng/ml,557,2.353325
Ciprofloxacin 1.5 ng/ml,446,1.88435
Ciprofloxacin 1.5 ng/ml,434,1.83365
Ciprofloxacin 1.5 ng/ml,542,2.28995
Ciprofloxacin 1.5 ng/ml,357,1.508325
Ciprofloxacin 1.5 ng/ml,340,1.4365
Ciprofloxacin 1.5 ng/ml,740,3.1265
Ciprofloxacin 1.5 ng/ml,584,2.4674
Ciprofloxacin 1.5 ng/ml,708,2.9913
Ciprofloxacin 1.5 ng/ml,1330,5.61925
Ciprofloxacin 1.5 ng/ml,476,2.0111
Ciprofloxacin 1.5 ng/ml,496,2.0956
Ciprofloxacin 1.5 ng/ml,711,3.003975
Ciprofloxacin 1.5 ng/ml,712,3.0082
Ciprofloxacin 1.5 ng/ml,1225,5.175625
Ciprofloxacin 1.5 ng/ml,633,2.674425
Ciprofloxacin 1.5 ng/ml,432,1.8252
Ciprofloxacin 1.5 ng/ml,955,4.034875
Ciprofloxacin 1.5 ng/ml,416,1.7576
Ciprofloxacin 1.5 ng/ml,419,1.770275
Ciprofloxacin 1.5 ng/ml,538,2.27305
Ciprofloxacin 1.5 ng/ml,917,3.874325
Ciprofloxacin 1.5 ng/ml,434,1.83365
Ciprofloxacin 1.5 ng/ml,587,2.480075
Ciprofloxacin 1.5 ng/ml,694,2.93215
Ciprofloxacin 1.5 ng/ml,295,1.246375
Ciprofloxacin 1.5 ng/ml,467,1.973075
Ciprofloxacin 1.5 ng/ml,812,3.4307
Ciprofloxacin 1.5 ng/ml,642,2.71245
Ciprofloxacin 1.5 ng/ml,1061,4.482725
Ciprofloxacin 1.5 ng/ml,472,1.9942
Ciprofloxacin 1.5 ng/ml,554,2.34065
Ciprofloxacin 1.5 ng/ml,567,2.395575
Ciprofloxacin 1.5 ng/ml,645,2.725125
Ciprofloxacin 1.5 ng/ml,419,1.770275
Ciprofloxacin 1.5 ng/ml,589,2.488525
Ciprofloxacin 1.5 ng/ml,493,2.082925
Ciprofloxacin 1.5 ng/ml,592,2.5012
Ciprofloxacin 1.5 ng/ml,436,1.8421
Ciprofloxacin 1.5 ng/ml,575,2.429375
Ciprofloxacin 1.5 ng/ml,302,1.27595
Ciprofloxacin 1.5 ng/ml,765,3.232125
Ciprofloxacin 1.5 ng/ml,561,2.370225
Ciprofloxacin 1.5 ng/ml,703,2.970175
Ciprofloxacin 1.5 ng/ml,544,2.2984
Ciprofloxacin 1.5 ng/ml,836,3.5321
Ciprofloxacin 1.5 ng/ml,555,2.344875
Ciprofloxacin 1.5 ng/ml,2132,9.0077
Ciprofloxacin 1.5 ng/ml,1387,5.860075
Ciprofloxacin 1.5 ng/ml,503,2.125175
Ciprofloxacin 1.5 ng/ml,517,2.184325
Ciprofloxacin 1.5 ng/ml,420,1.7745
Ciprofloxacin 1.5 ng/ml,593,2.505425
Ciprofloxacin 1.5 ng/ml,430,1.81675
Ciprofloxacin 1.5 ng/ml,430,1.81675
Ciprofloxacin 1.5 ng/ml,668,2.8223
Ciprofloxacin 1.5 ng/ml,431,1.820975
Ciprofloxacin 1.5 ng/ml,520,2.197
Ciprofloxacin 1.5 ng/ml,442,1.86745
Ciprofloxacin 1.5 ng/ml,666,2.81385
Ciprofloxacin 1.5 ng/ml,652,2.7547
Ciprofloxacin 1.5 ng/ml,816,3.4476
Ciprofloxacin 1.5 ng/ml,573,2.420925
Ciprofloxacin 1.5 ng/ml,415,1.753375
Ciprofloxacin 1.5 ng/ml,810,3.42225
Ciprofloxacin 1.5 ng/ml,690,2.91525
Ciprofloxacin 1.5 ng/ml,529,2.235025
Ciprofloxacin 1.5 ng/ml,674,2.84765
Ciprofloxacin 1.5 ng/ml,379,1.601275
Ciprofloxacin 1.5 ng/ml,665,2.809625
Ciprofloxacin 1.5 ng/ml,791,3.341975
Ciprofloxacin 1.5 ng/ml,790,3.33775
Ciprofloxacin 1.5 ng/ml,755,3.189875
Ciprofloxacin 1.5 ng/ml,471,1.989975
Ciprofloxacin 1.5 ng/ml,513,2.167425
Ciprofloxacin 1.5 ng/ml,1365,5.767125
Ciprofloxacin 1.5 ng/ml,1778,7.51205
Ciprofloxacin 1.5 ng/ml,466,1.96885
Ciprofloxacin 1.5 ng/ml,589,2.488525
Ciprofloxacin 1.5 ng/ml,496,2.0956
Ciprofloxacin 1.5 ng/ml,682,2.88145
Ciprofloxacin 1.5 ng/ml,567,2.395575
Ciprofloxacin 1.5 ng/ml,884,3.7349
Ciprofloxacin 1.5 ng/ml,797,3.367325
Ciprofloxacin 1.5 ng/ml,728,3.0758
Ciprofloxacin 1.5 ng/ml,156,0.6591
Ciprofloxacin 1.5 ng/ml,487,2.057575
Ciprofloxacin 1.5 ng/ml,912,3.8532
Ciprofloxacin 1.5 ng/ml,662,2.79695
Ciprofloxacin 1.5 ng/ml,400,1.69
Ciprofloxacin 1.5 ng/ml,320,1.352
Ciprofloxacin 1.5 ng/ml,773,3.265925
Ciprofloxacin 1.5 ng/ml,392,1.6562
Ciprofloxacin 1.5 ng/ml,695,2.936375
Ciprofloxacin 1.5 ng/ml,441,1.863225
Ciprofloxacin 1.5 ng/ml,129,0.545025
Ciprofloxacin 1.5 ng/ml,904,3.8194
Ciprofloxacin 1.5 ng/ml,558,2.35755
Ciprofloxacin 1.5 ng/ml,534,2.25615
Ciprofloxacin 1.5 ng/ml,546,2.30685
Ciprofloxacin 1.5 ng/ml,533,2.251925
Ciprofloxacin 1.5 ng/ml,326,1.37735
Ciprofloxacin 1.5 ng/ml,377,1.592825
Ciprofloxacin 1.5 ng/ml,656,2.7716
Ciprofloxacin 1.5 ng/ml,646,2.72935
Ciprofloxacin 1.5 ng/ml,492,2.0787
Ciprofloxacin 1.5 ng/ml,1106,4.67285
Ciprofloxacin 1.5 ng/ml,364,1.5379
Ciprofloxacin 1.5 ng/ml,448,1.8928
Ciprofloxacin 1.5 ng/ml,542,2.28995
Ciprofloxacin 1.5 ng/ml,359,1.516775
Ciprofloxacin 1.5 ng/ml,412,1.7407
Ciprofloxacin 1.5 ng/ml,563,2.378675
Ciprofloxacin 1.5 ng/ml,445,1.880125
Ciprofloxacin 1.5 ng/ml,369,1.559025
Ciprofloxacin 1.5 ng/ml,858,3.62505
Ciprofloxacin 1.5 ng/ml,715,3.020875
Ciprofloxacin 1.5 ng/ml,697,2.944825
Ciprofloxacin 1.5 ng/ml,481,2.032225
Ciprofloxacin 1.5 ng/ml,558,2.35755
Ciprofloxacin 1.5 ng/ml,665,2.809625
Ciprofloxacin 1.5 ng/ml,457,1.930825
Ciprofloxacin 1.5 ng/ml,721,3.046225
Ciprofloxacin 1.5 ng/ml,410,1.73225
Ciprofloxacin 1.5 ng/ml,365,1.542125
Ciprofloxacin 1.5 ng/ml,449,1.897025
Ciprofloxacin 1.5 ng/ml,575,2.429375
Ciprofloxacin 1.5 ng/ml,1032,4.3602
Ciprofloxacin 1.5 ng/ml,625,2.640625
Ciprofloxacin 1.5 ng/ml,467,1.973075
Ciprofloxacin 1.5 ng/ml,741,3.130725
Ciprofloxacin 1.5 ng/ml,573,2.420925
Ciprofloxacin 1.5 ng/ml,432,1.8252
Ciprofloxacin 1.5 ng/ml,471,1.989975
Ciprofloxacin 1.5 ng/ml,566,2.39135
Ciprofloxacin 1.5 ng/ml,624,2.6364
Ciprofloxacin 1.5 ng/ml,533,2.251925
Ciprofloxacin 1.5 ng/ml,709,2.995525
Ciprofloxacin 1.5 ng/ml,552,2.3322
Ciprofloxacin 1.5 ng/ml,838,3.54055
Ciprofloxacin 1.5 ng/ml,799,3.375775
Ciprofloxacin 1.5 ng/ml,805,3.401125
Ciprofloxacin 1.5 ng/ml,522,2.20545
Ciprofloxacin 1.5 ng/ml,561,2.370225
Ciprofloxacin 1.5 ng/ml,471,1.989975
Ciprofloxacin 1.5 ng/ml,607,2.564575
Ciprofloxacin 1.5 ng/ml,219,0.925275
Ciprofloxacin 1.5 ng/ml,491,2.074475
Ciprofloxacin 1.5 ng/ml,470,1.98575
Ciprofloxacin 1.5 ng/ml,907,3.832075
Ciprofloxacin 1.5 ng/ml,343,1.449175
Ciprofloxacin 1.5 ng/ml,516,2.1801
Ciprofloxacin 1.5 ng/ml,531,2.243475
Ciprofloxacin 1.5 ng/ml,502,2.12095
Ciprofloxacin 1.5 ng/ml,613,2.589925
Ciprofloxacin 1.5 ng/ml,1940,8.1965
Ciprofloxacin 1.5 ng/ml,545,2.302625
Ciprofloxacin 1.5 ng/ml,827,3.494075
Ciprofloxacin 1.5 ng/ml,744,3.1434
Ciprofloxacin 1.5 ng/ml,774,3.27015
Ciprofloxacin 1.5 ng/ml,497,2.099825
Ciprofloxacin 1.5 ng/ml,1052,4.4447
Ciprofloxacin 1.5 ng/ml,434,1.83365
Ciprofloxacin 1.5 ng/ml,624,2.6364
Ciprofloxacin 1.5 ng/ml,557,2.353325
Ciprofloxacin 1.5 ng/ml,444,1.8759
Ciprofloxacin 1.5 ng/ml,497,2.099825
Ciprofloxacin 1.5 ng/ml,389,1.643525
Ciprofloxacin 1.5 ng/ml,626,2.64485
Ciprofloxacin 1.5 ng/ml,156,0.6591
Ciprofloxacin 1.5 ng/ml,488,2.0618
Ciprofloxacin 1.5 ng/ml,741,3.130725
Ciprofloxacin 1.5 ng/ml,550,2.32375
Ciprofloxacin 1.5 ng/ml,790,3.33775
Ciprofloxacin 1.5 ng/ml,579,2.446275
Ciprofloxacin 1.5 ng/ml,803,3.392675
Ciprofloxacin 1.5 ng/ml,507,2.142075
Ciprofloxacin 1.5 ng/ml,975,4.119375
Ciprofloxacin 1.5 ng/ml,1000,4.225
Ciprofloxacin 1.5 ng/ml,533,2.251925
Ciprofloxacin 1.5 ng/ml,838,3.54055
Ciprofloxacin 1.5 ng/ml,471,1.989975
Ciprofloxacin 1.5 ng/ml,392,1.6562
Ciprofloxacin 1.5 ng/ml,468,1.9773
Ciprofloxacin 1.5 ng/ml,679,2.868775
Ciprofloxacin 1.5 ng/ml,647,2.733575
Ciprofloxacin 1.5 ng/ml,354,1.49565
Ciprofloxacin 1.5 ng/ml,826,3.48985
Ciprofloxacin 1.5 ng/ml,609,2.573025
Ciprofloxacin 1.5 ng/ml,1021,4.313725
Ciprofloxacin 1.5 ng/ml,514,2.17165
Ciprofloxacin 1.5 ng/ml,708,2.9913
Ciprofloxacin 1.5 ng/ml,462,1.95195
Ciprofloxacin 1.5 ng/ml,429,1.812525
Ciprofloxacin 1.5 ng/ml,831,3.510975
Ciprofloxacin 1.5 ng/ml,623,2.632175
Ciprofloxacin 1.5 ng/ml,535,2.260375
Ciprofloxacin 1.5 ng/ml,580,2.4505
Ciprofloxacin 1.5 ng/ml,500,2.1125
Ciprofloxacin 1.5 ng/ml,421,1.778725
Ciprofloxacin 1.5 ng/ml,506,2.13785
Ciprofloxacin 1.5 ng/ml,834,3.52365
Ciprofloxacin 1.5 ng/ml,586,2.47585
Ciprofloxacin 1.5 ng/ml,434,1.83365
Ciprofloxacin 1.5 ng/ml,866,3.65885
Ciprofloxacin 1.5 ng/ml,694,2.93215
Ciprofloxacin 1.5 ng/ml,509,2.150525
Ciprofloxacin 1.5 ng/ml,271,1.144975
Ciprofloxacin 1.5 ng/ml,864,3.6504
Ciprofloxacin 1.5 ng/ml,735,3.105375
Ciprofloxacin 1.5 ng/ml,591,2.496975
Ciprofloxacin 1.5 ng/ml,705,2.978625
Ciprofloxacin 1.5 ng/ml,341,1.440725
Ciprofloxacin 1.5 ng/ml,377,1.592825
Ciprofloxacin 1.5 ng/ml,568,2.3998
Ciprofloxacin 1.5 ng/ml,497,2.099825
Ciprofloxacin 1.5 ng/ml,635,2.682875
Ciprofloxacin 1.5 ng/ml,688,2.9068
Ciprofloxacin 1.5 ng/ml,453,1.913925
Ciprofloxacin 1.5 ng/ml,751,3.172975
Ciprofloxacin 1.5 ng/ml,786,3.32085
Ciprofloxacin 1.5 ng/ml,594,2.50965
Ciprofloxacin 1.5 ng/ml,480,2.028
Ciprofloxacin 1.5 ng/ml,483,2.040675
Ciprofloxacin 1.5 ng/ml,665,2.809625
Ciprofloxacin 1.5 ng/ml,540,2.2815
Ciprofloxacin 1.5 ng/ml,238,1.00555
Ciprofloxacin 1.5 ng/ml,592,2.5012
Ciprofloxacin 1.5 ng/ml,949,4.009525
Ciprofloxacin 1.5 ng/ml,680,2.873
Ciprofloxacin 1.5 ng/ml,739,3.122275
Ciprofloxacin 1.5 ng/ml,451,1.905475
Ciprofloxacin 1.5 ng/ml,520,2.197
Ciprofloxacin 1.5 ng/ml,579,2.446275
Ciprofloxacin 1.5 ng/ml,558,2.35755
Ciprofloxacin 1.5 ng/ml,1218,5.14605
Ciprofloxacin 1.5 ng/ml,386,1.63085
Ciprofloxacin 1.5 ng/ml,952,4.0222
Ciprofloxacin 1.5 ng/ml,724,3.0589
Ciprofloxacin 1.5 ng/ml,954,4.03065
Ciprofloxacin 1.5 ng/ml,357,1.508325
Ciprofloxacin 1.5 ng/ml,403,1.702675
Ciprofloxacin 1.5 ng/ml,787,3.325075
Ciprofloxacin 1.5 ng/ml,394,1.66465
Ciprofloxacin 1.5 ng/ml,436,1.8421
Ciprofloxacin 1.5 ng/ml,722,3.05045
Ciprofloxacin 1.5 ng/ml,538,2.27305
Ciprofloxacin 1.5 ng/ml,573,2.420925
Ciprofloxacin 1.5 ng/ml,428,1.8083
Ciprofloxacin 1.5 ng/ml,406,1.71535
Ciprofloxacin 1.5 ng/ml,466,1.96885
Ciprofloxacin 1.5 ng/ml,714,3.01665
Ciprofloxacin 1.5 ng/ml,572,2.4167
Ciprofloxacin 1.5 ng/ml,629,2.657525
Ciprofloxacin 1.5 ng/ml,486,2.05335
Ciprofloxacin 1.5 ng/ml,490,2.07025
M9 + 0.2% glycerol,410,1.73225
M9 + 0.2% glycerol,336,1.4196
M9 + 0.2% glycerol,446,1.88435
M9 + 0.2% glycerol,539,2.277275
M9 + 0.2% glycerol,465,1.964625
M9 + 0.2% glycerol,234,0.98865
M9 + 0.2% glycerol,470,1.98575
M9 + 0.2% glycerol,496,2.0956
M9 + 0.2% glycerol,602,2.54345
M9 + 0.2% glycerol,385,1.626625
M9 + 0.2% glycerol,332,1.4027
M9 + 0.2% glycerol,337,1.423825
M9 + 0.2% glycerol,548,2.3153
M9 + 0.2% glycerol,258,1.09005
M9 + 0.2% glycerol,290,1.22525
M9 + 0.2% glycerol,583,2.463175
M9 + 0.2% glycerol,400,1.69
M9 + 0.2% glycerol,270,1.14075
M9 + 0.2% glycerol,294,1.24215
M9 + 0.2% glycerol,343,1.449175
M9 + 0.2% glycerol,522,2.20545
M9 + 0.2% glycerol,434,1.83365
M9 + 0.2% glycerol,225,0.950625
M9 + 0.2% glycerol,537,2.268825
M9 + 0.2% glycerol,289,1.221025
M9 + 0.2% glycerol,392,1.6562
M9 + 0.2% glycerol,321,1.356225
M9 + 0.2% glycerol,315,1.330875
M9 + 0.2% glycerol,302,1.27595
M9 + 0.2% glycerol,478,2.01955
M9 + 0.2% glycerol,315,1.330875
M9 + 0.2% glycerol,456,1.9266
M9 + 0.2% glycerol,224,0.9464
M9 + 0.2% glycerol,253,1.068925
M9 + 0.2% glycerol,297,1.254825
M9 + 0.2% glycerol,416,1.7576
M9 + 0.2% glycerol,211,0.891475
M9 + 0.2% glycerol,332,1.4027
M9 + 0.2% glycerol,321,1.356225
M9 + 0.2% glycerol,292,1.2337
M9 + 0.2% glycerol,361,1.525225
M9 + 0.2% glycerol,461,1.947725
M9 + 0.2% glycerol,347,1.466075
M9 + 0.2% glycerol,348,1.4703
M9 + 0.2% glycerol,425,1.795625
M9 + 0.2% glycerol,336,1.4196
M9 + 0.2% glycerol,219,0.925275
M9 + 0.2% glycerol,572,2.4167
M9 + 0.2% glycerol,197,0.832325
M9 + 0.2% glycerol,521,2.201225
M9 + 0.2% glycerol,308,1.3013
M9 + 0.2% glycerol,469,1.981525
M9 + 0.2% glycerol,405,1.711125
M9 + 0.2% glycerol,401,1.694225
M9 + 0.2% glycerol,310,1.30975
M9 + 0.2% glycerol,410,1.73225
M9 + 0.2% glycerol,426,1.79985
M9 + 0.2% glycerol,332,1.4027
M9 + 0.2% glycerol,438,1.85055
M9 + 0.2% glycerol,251,1.060475
M9 + 0.2% glycerol,434,1.83365
M9 + 0.2% glycerol,595,2.513875
M9 + 0.2% glycerol,340,1.4365
M9 + 0.2% glycerol,439,1.854775
M9 + 0.2% glycerol,327,1.381575
M9 + 0.2% glycerol,469,1.981525
M9 + 0.2% glycerol,396,1.6731
M9 + 0.2% glycerol,326,1.37735
M9 + 0.2% glycerol,358,1.51255
M9 + 0.2% glycerol,302,1.27595
M9 + 0.2% glycerol,688,2.9068
M9 + 0.2% glycerol,427,1.804075
M9 + 0.2% glycerol,439,1.854775
M9 + 0.2% glycerol,267,1.128075
M9 + 0.2% glycerol,409,1.728025
M9 + 0.2% glycerol,341,1.440725
M9 + 0.2% glycerol,289,1.221025
M9 + 0.2% glycerol,334,1.41115
M9 + 0.2% glycerol,460,1.9435
M9 + 0.2% glycerol,258,1.09005
M9 + 0.2% glycerol,297,1.254825
M9 + 0.2% glycerol,367,1.550575
M9 + 0.2% glycerol,406,1.71535
M9 + 0.2% glycerol,429,1.812525
M9 + 0.2% glycerol,301,1.271725
M9 + 0.2% glycerol,368,1.5548
M9 + 0.2% glycerol,326,1.37735
M9 + 0.2% glycerol,380,1.6055
M9 + 0.2% glycerol,363,1.533675
M9 + 0.2% glycerol,499,2.108275
M9 + 0.2% glycerol,490,2.07025
M9 + 0.2% glycerol,338,1.42805
M9 + 0.2% glycerol,405,1.711125
M9 + 0.2% glycerol,211,0.891475
M9 + 0.2% glycerol,287,1.212575
M9 + 0.2% glycerol,530,2.23925
M9 + 0.2% glycerol,239,1.009775
M9 + 0.2% glycerol,410,1.73225
M9 + 0.2% glycerol,532,2.2477
M9 + 0.2% glycerol,533,2.251925
M9 + 0.2% glycerol,269,1.136525
M9 + 0.2% glycerol,324,1.3689
M9 + 0.2% glycerol,368,1.5548
M9 + 0.2% glycerol,409,1.728025
M9 + 0.2% glycerol,523,2.209675
M9 + 0.2% glycerol,264,1.1154
M9 + 0.2% glycerol,503,2.125175
M9 + 0.2% glycerol,264,1.1154
M9 + 0.2% glycerol,318,1.34355
M9 + 0.2% glycerol,480,2.028
M9 + 0.2% glycerol,252,1.0647
M9 + 0.2% glycerol,264,1.1154
M9 + 0.2% glycerol,288,1.2168
M9 + 0.2% glycerol,577,2.437825
M9 + 0.2% glycerol,711,3.003975
M9 + 0.2% glycerol,280,1.183
M9 + 0.2% glycerol,414,1.74915
M9 + 0.2% glycerol,458,1.93505
M9 + 0.2% glycerol,416,1.7576
M9 + 0.2% glycerol,249,1.052025
M9 + 0.2% glycerol,502,2.12095
M9 + 0.2% glycerol,403,1.702675
M9 + 0.2% glycerol,374,1.58015
M9 + 0.2% glycerol,450,1.90125
M9 + 0.2% glycerol,242,1.02245
M9 + 0.2% glycerol,372,1.5717
M9 + 0.2% glycerol,373,1.575925
M9 + 0.2% glycerol,440,1.859
M9 + 0.2% glycerol,521,2.201225
M9 + 0.2% glycerol,286,1.20835
M9 + 0.2% glycerol,290,1.22525
M9 + 0.2% glycerol,326,1.37735
M9 + 0.2% glycerol,253,1.068925
M9 + 0.2% glycerol,347,1.466075
M9 + 0.2% glycerol,222,0.93795
M9 + 0.2% glycerol,580,2.4505
M9 + 0.2% glycerol,379,1.601275
M9 + 0.2% glycerol,278,1.17455
M9 + 0.2% glycerol,306,1.29285
M9 + 0.2% glycerol,267,1.128075
M9 + 0.2% glycerol,448,1.8928
M9 + 0.2% glycerol,229,0.967525
M9 + 0.2% glycerol,264,1.1154
M9 + 0.2% glycerol,320,1.352
M9 + 0.2% glycerol,583,2.463175
M9 + 0.2% glycerol,284,1.1999
M9 + 0.2% glycerol,366,1.54635
M9 + 0.2% glycerol,477,2.015325
M9 + 0.2% glycerol,377,1.592825
M9 + 0.2% glycerol,333,1.406925
M9 + 0.2% glycerol,618,2.61105
M9 + 0.2% glycerol,337,1.423825
M9 + 0.2% glycerol,336,1.4196
M9 + 0.2% glycerol,325,1.373125
M9 + 0.2% glycerol,287,1.212575
M9 + 0.2% glycerol,231,0.975975
M9 + 0.2% glycerol,202,0.85345
M9 + 0.2% glycerol,524,2.2139
M9 + 0.2% glycerol,254,1.07315
M9 + 0.2% glycerol,529,2.235025
M9 + 0.2% glycerol,305,1.288625
M9 + 0.2% glycerol,360,1.521
M9 + 0.2% glycerol,307,1.297075
M9 + 0.2% glycerol,648,2.7378
M9 + 0.2% glycerol,486,2.05335
M9 + 0.2% glycerol,335,1.415375
M9 + 0.2% glycerol,280,1.183
M9 + 0.2% glycerol,340,1.4365
M9 + 0.2% glycerol,268,1.1323
M9 + 0.2% glycerol,416,1.7576
M9 + 0.2% glycerol,412,1.7407
M9 + 0.2% glycerol,662,2.79695
M9 + 0.2% glycerol,438,1.85055
M9 + 0.2% glycerol,514,2.17165
M9 + 0.2% glycerol,409,1.728025
M9 + 0.2% glycerol,374,1.58015
M9 + 0.2% glycerol,460,1.9435
M9 + 0.2% glycerol,344,1.4534
M9 + 0.2% glycerol,586,2.47585
M9 + 0.2% glycerol,434,1.83365
M9 + 0.2% glycerol,648,2.7378
M9 + 0.2% glycerol,382,1.61395
M9 + 0.2% glycerol,502,2.12095
M9 + 0.2% glycerol,339,1.432275
M9 + 0.2% glycerol,576,2.4336
M9 + 0.2% glycerol,386,1.63085
M9 + 0.2% glycerol,456,1.9266
M9 + 0.2% glycerol,229,0.967525
M9 + 0.2% glycerol,502,2.12095
M9 + 0.2% glycerol,425,1.795625
M9 + 0.2% glycerol,351,1.482975
M9 + 0.2% glycerol,400,1.69
M9 + 0.2% glycerol,376,1.5886
M9 + 0.2% glycerol,227,0.959075
M9 + 0.2% glycerol,176,0.7436
M9 + 0.2% glycerol,403,1.702675
M9 + 0.2% glycerol,267,1.128075
M9 + 0.2% glycerol,620,2.6195
M9 + 0.2% glycerol,303,1.280175
M9 + 0.2% glycerol,519,2.192775
M9 + 0.2% glycerol,441,1.863225
M9 + 0.2% glycerol,302,1.27595
M9 + 0.2% glycerol,346,1.46185
M9 + 0.2% glycerol,421,1.778725
M9 + 0.2% glycerol,390,1.64775
M9 + 0.2% glycerol,381,1.609725
M9 + 0.2% glycerol,519,2.192775
M9 + 0.2% glycerol,359,1.516775
M9 + 0.2% glycerol,370,1.56325
M9 + 0.2% glycerol,299,1.263275
M9 + 0.2% glycerol,277,1.170325
M9 + 0.2% glycerol,590,2.49275
M9 + 0.2% glycerol,440,1.859
M9 + 0.2% glycerol,288,1.2168
M9 + 0.2% glycerol,449,1.897025
M9 + 0.2% glycerol,251,1.060475
M9 + 0.2% glycerol,414,1.74915
